%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
181,264,224,158,202,400,15,401,215,18.5,29,14.5,13,9.5,4.5,0,17.5,2,1814,1793,1784,1806,1757,1840,1839,1763,1812,gas
159,227,222,248,205,204,186,165,206,18.5,23.5,30,15,8.5,8,3,8.5,2,1816,1809,1620,1730,1809,1819,1812,1709,4,gas
246,283,191,37,338,206,0,232,200,28,34.5,27,4.5,8.5,5,0,5,3.5,1802,34,1714,1834,1788,1767,0,1756,1829,gas
158,245,180,154,315,212,157,192,189,35,22.5,27,7.5,18.5,19,23,16.5,19.5,25,1746,1813,1767,1667,1725,1714,4,1732,gas
76,348,109,84,307,135,174,258,42,10.5,45,15.5,13,31,14,7,18,8.5,1836,1563,1783,1781,1554,1809,1797,1734,33,gas
139,318,88,201,249,193,165,132,184,18.5,19.5,9,20,22,20,15,13.5,19,1845,1703,83,1831,39,1624,6,1798,1835,gas
326,328,61,149,477,232,147,280,226,27.5,10.5,4,17.5,30.5,16.5,31,20.5,19,1677,1783,1834,1796,1689,1734,1710,1805,1715,gas
223,211,275,236,213,217,296,212,179,3,9,16,29,31.5,23,22.5,12.5,16.5,1830,1770,1757,1828,1811,1831,1826,1825,1824,gas
281,199,267,202,191,255,217,106,225,8.5,118.5,17.5,20.5,6.5,25,7.5,4.5,15,1813,7,1798,1806,1839,1813,1793,1841,1821,gas
106,126,168,160,178,185,111,127,106,7.5,7,12.5,8.5,13.5,29.5,10.5,7.5,11,3,15,1839,1840,1764,1714,1703,1816,1820,gas
120,94,118,105,148,143,61,71,89,13.5,11,18,2.5,10,19,10.5,8.5,12.5,48,1831,57,8,1806,28,1826,1780,1831,gas
170,130,129,213,172,188,128,116,105,12.5,4,7,31,21,14,14.5,10.5,19.5,1834,22,1805,1847,1808,1788,1803,1822,1746,gas
192,163,113,279,283,318,202,134,8,12.5,15.5,4.5,7,14,13,30,6.5,0,1843,1808,1839,32,1791,1732,5,1844,1839,gas
121,63,234,318,280,274,113,85,117,4,2.5,6.5,13,11.5,3.5,8.5,10,0,70,12,1779,20,1807,1839,1831,1825,1845,gas
126,119,123,276,305,262,113,45,92,2.5,7.5,5,1.5,0,0,7,0,0,1816,1836,1844,29,1843,1830,1841,1820,1839,gas
0,0,0,272,187,268,0,0,0,0,0,0,15.5,7,20.5,0,0,0,0,0,0,1841,1834,4,0,0,0,gas
211,176,218,330,297,270,112,72,108,4.5,6.5,1,15,0,4.5,7.5,0,4,1839,1829,1843,1840,12,1841,1815,1843,1845,gas
90,129,146,88,173,144,3,201,195,45,14,28.5,8.5,15.5,4,0,1,6,4,1701,23,5,16,48,6,1751,1705,gas
190,130,59,86,230,129,0,265,135,32,9,8.5,11.5,11.5,10.5,0,2,1,1670,8,16,1796,1622,1613,0,1783,1814,gas
138,258,38,119,293,99,114,279,161,14.5,35,5,13.5,21,13.5,0,1,14,1845,7,9,1806,1689,1793,26,1803,1731,gas
83,264,10,146,248,160,18,305,173,0,21,0,20.5,32,20.5,1,11.5,14,1837,6,8,1805,1662,1770,1837,1736,1806,gas
198,216,23,110,215,142,42,333,147,5,9.5,0,10,21,13.5,6,11,13,1809,1737,18,1813,1547,1640,14,1619,12,gas
227,246,170,3,314,200,0,200,315,17,27,13,0,14.5,12,0,6,12,1829,1824,1720,1845,1720,28,0,16,1833,gas
138,185,150,182,228,311,51,180,211,17,12.5,18.5,21.5,25,24,5.5,13,42.5,1751,1801,1743,1653,1666,1785,33,1776,1653,gas
186,249,144,114,398,152,47,222,220,15,35.5,9.5,10,17,19.5,3.5,22,22,1840,22,1828,1794,1347,1805,22,1667,1842,gas
200,159,176,199,273,187,154,261,166,19.5,28,33,23,24,14.5,30,26.5,20,1843,1845,1775,1828,1845,1750,1749,1722,23,gas
141,267,108,125,411,135,236,321,67,19.5,19,18.5,18,25,12.5,42,23,8.5,1821,9,8,1752,1778,1834,22,1693,1792,gas
108,216,178,169,165,176,148,139,88,18,24,19,26,24.5,25,19.5,15.5,15,35,1695,1808,1844,1749,38,38,12,1790,gas
145,137,160,166,181,173,189,202,116,46.5,28,33.5,15,25.5,7,9.5,10.5,5.5,3,4,1837,1809,1705,1810,1798,1795,1792,gas
205,192,124,200,197,180,202,133,135,12,15.5,5.5,19.5,15.5,15,11.5,16,16,1532,1827,1824,29,1844,1833,1775,1734,1749,gas
162,111,186,163,144,191,117,20,119,7.5,8.5,19,19,12,15,23.5,2,11.5,1715,1830,7,1834,1757,1827,1731,1841,1834,gas
177,232,234,214,212,213,258,102,198,20,34,21,0,24.5,16,22.5,9,18.5,6,1751,12,1719,1834,1801,1824,1795,1809,gas
76,208,110,145,160,120,101,225,120,13.5,48,58.5,30.5,25,28.5,22.5,32,27,1756,1822,6,20,13,1736,1769,1687,1688,gas
140,205,160,152,140,217,138,208,210,38.5,43,22.5,31,7,9,25,34,31,1823,1744,1796,1814,1741,51,1813,1792,1794,gas
147,280,115,114,221,186,96,225,192,31,31.5,19,17.5,18,33.5,17,19,32,1682,1778,13,1790,86,1806,1808,56,1796,gas
149,270,0,105,291,30,89,141,180,30.5,39.5,0,21,18,5.5,20,22,9.5,38,45,0,1840,1762,1823,1771,1778,1729,gas
98,212,171,128,243,114,250,193,128,22,46,25,24.5,32.5,21.5,23.5,18,30.5,1826,32,1715,1777,50,23,1751,1595,1755,gas
148,232,87,121,259,182,13,284,171,11,22,17.5,9.5,20.5,8.5,1,14,3.5,1840,19,14,1832,19,1636,4,15,1822,gas
205,268,59,114,213,325,0,352,160,20,28,8,9.5,5.5,17.5,0,7.5,14,1808,1691,1821,1817,10,1816,0,17,1758,gas
182,260,182,175,432,103,19,422,213,15.5,15.5,18,19.5,9.5,10.5,0,9,6,1794,1739,1845,1821,1701,1827,1842,1754,1841,gas
122,363,52,139,253,311,33,355,217,17.5,23.5,7,8,5.5,21,1.5,15.5,21,4,8,1816,1837,1709,1623,1828,1637,1825,gas
191,248,245,48,302,417,109,234,254,14.5,15.5,23.5,1,17.5,13.5,4,29,12,1741,1704,1757,17,25,1626,1759,1810,1570,gas
227,254,265,262,271,269,251,196,304,54.5,9.5,28,24.5,27.5,22,5,26.5,15.5,1781,1818,4,1830,1839,1833,1811,1745,1821,gas
189,185,179,196,216,212,237,73,187,5,37.5,11.5,23.5,29,24.5,10,3,9.5,1778,1776,1823,1841,40,1801,1728,26,1813,gas
146,138,164,194,193,182,106,14,75,9.5,5.5,11,22,14.5,37,9.5,0,7.5,1798,1825,1804,1845,1821,1786,1780,1843,1827,gas
154,164,161,178,178,185,83,112,139,5.5,9.5,14.5,15.5,3,17.5,8,8.5,13.5,1812,1806,1798,1818,1824,1809,1783,1834,1821,gas
191,151,166,216,198,203,115,109,148,6.5,8.5,29.5,19,11,13,29.5,9.5,15.5,1840,1830,6,1840,1843,1843,1825,1817,1825,gas
188,255,185,128,189,204,176,181,240,12.5,7.5,8.5,18,7,28.5,10.5,19.5,22.5,5,1806,1744,20,1844,1834,1807,1825,1816,gas
147,155,161,177,188,191,121,96,82,6,9.5,7.5,9,6.5,0,9.5,7,4.5,1717,1793,4,1842,3,1764,1842,1726,1828,gas
240,322,233,132,315,206,152,176,192,10.5,16,12.5,3,4,0,3,12,7,1795,1771,1811,1836,1801,1835,1798,1756,1824,gas
83,114,59,150,132,116,47,33,82,10,7.5,6,7,2.5,6.5,4.5,2,7.5,1767,1808,1834,1835,1840,1719,1826,1811,1818,gas
84,16,69,180,216,145,48,22,42,3,0,3,9,9,3,3,1,4,1837,9,6,1844,1711,1839,6,9,32,gas
186,232,96,36,160,302,0,301,178,14,27,16,2,17.5,8,0,18,4,1756,12,1783,1832,1824,1755,0,1807,1782,gas
218,255,187,143,217,282,16,196,189,10.5,23,23.5,7,15.5,10.5,1.5,25,43,16,8,1778,13,1784,1713,6,14,1719,gas
125,278,70,108,279,106,98,231,63,11.5,24,10,9,8,10.5,3.5,21,10,1818,1787,10,36,1807,1826,13,1736,1816,gas
179,362,90,79,299,213,13,280,154,24,25,12.5,13,14.5,20,2,35,21,1790,169,12,1765,1608,1815,6,1592,1743,gas
202,425,103,108,364,253,111,295,128,21.5,26,7,16.5,23.5,23,24,24,14.5,1830,14,1840,1763,1562,1667,1777,1607,1797,gas
4,11,8,310,349,338,10,6,9,0,0,0,26.5,14,7.5,0,0,0,1844,1835,1841,10,1808,1840,1828,12,6,gas
75,76,118,447,166,316,76,326,11,6,1,7.5,24,3.5,5.5,0,0,0,1837,1844,1844,1760,1833,1840,1841,29,8,gas
331,280,257,352,338,349,163,153,213,16.5,11.5,7.5,23.5,9,0,11.5,10,10,1844,1845,1838,1779,1801,1809,1793,1822,1846,gas
204,260,189,359,345,204,13,108,133,6.5,10,11,12,13,6,0,0,2.5,1793,1841,1837,1836,21,19,6,1830,1768,gas
62,19,15,442,402,343,47,57,37,3,0,0,24.5,24.5,16,0,0,3.5,1842,1842,6,59,1822,1832,1840,1840,1835,gas
224,220,163,113,311,160,116,289,199,21,7,17.5,0,14,8,0,20,9,1759,38,1794,6,1717,1841,13,1744,1815,gas
217,364,97,105,254,339,3,360,194,11.5,18.5,10.5,6,9.5,20.5,0,6,8,14,11,19,1767,1768,1567,1845,1671,1800,gas
164,269,92,82,315,216,79,230,163,23,19.5,16.5,6,10.5,16.5,4.5,7,14.5,1809,9,1773,12,1444,1672,1794,1689,1720,gas
211,404,119,167,400,285,77,293,192,22.5,22,20,10.5,28.5,23,4.5,27.5,1,1838,1568,5,1806,1542,1455,48,1637,1785,gas
128,366,23,85,323,229,76,300,24,12.5,25.5,4.5,9,20.5,29.5,4,18.5,3.5,1837,13,25,21,1750,18,1811,1493,1840,gas
135,76,35,220,301,260,70,19,0,0,0,5,20,80.5,24.5,4,0,0,1820,18,4,1736,1673,1739,1785,1844,0,injury
50,17,30,254,259,252,90,16,22,0,1,4,22,88.5,21,0,0,3.5,15,4,8,1793,41,1646,7,6,7,injury
32,9,32,239,219,238,52,0,0,0,0.5,2.5,12.5,5.5,47,4,0,0,8,5,1838,1615,1663,1620,1822,0,0,injury
145,8,19,279,284,267,41,10,34,0,0,2.5,27,5,28,2,0,0,18,4,1832,14,15,1696,1825,7,1839,injury
14,21,20,271,215,222,45,34,20,0,0,2,29,12,66.5,0,0,3,2,6,3,1681,1626,1689,27,5,11,injury
0,0,0,249,247,246,0,0,0,0,0,0,37.5,38,46,0,0,0,0,0,0,1550,1842,1668,0,0,0,injury
0,0,73,169,226,311,69,48,4,0,0,15,12,11,38,6,0,0,0,0,14,1782,15,1618,1841,7,4,injury
116,95,5,264,201,243,26,13,15,0,0,0,19,15,27.5,0,0,0,2,8,5,2,11,1820,10,18,10,injury
0,0,5,209,193,192,7,0,5,0,0,0,29.5,20.5,40,0,0,0,0,0,5,1734,1754,13,1842,0,7,injury
0,0,33,225,221,247,6,0,32,0,0,9.5,13.5,48,41,0,0,5.5,0,0,6,1809,1750,5,6,0,8,injury
24,13,102,428,340,245,36,68,30,3,1.5,13,34,4,11,0,9,0,1841,1846,1735,1557,1471,1695,1819,1826,1839,injury
31,12,48,313,382,188,16,0,58,3.5,0,14,19,13,50,0,0,6,1840,5,9,1688,1635,1794,16,0,12,injury
0,11,37,328,282,264,36,38,62,0,1,5.5,20,4,20,1,19.5,2,0,3,12,63,9,36,22,23,1799,injury
86,76,34,292,281,251,102,25,60,0,0,7,17.5,4,18.5,0,3,4,11,4,10,31,1735,1525,10,7,1825,injury
22,150,34,177,260,315,91,37,52,0,0,6.5,31,3,34,7.5,1.5,5,5,79,2,17,1584,1706,1705,1802,12,injury
48,29,21,487,404,418,18,50,23,0,0,0,9.5,20.5,20.5,0,0,0,1843,24,10,1820,8,1766,1846,1841,1842,injury
14,22,9,290,357,384,45,8,5,0,0,0,9,6,23.5,0,0,0,3,6,1837,1757,1804,1758,1832,8,4,injury
151,88,14,435,350,368,24,64,77,0,0,0,14,5.5,12,0,0,0,80,18,9,17,1835,1827,6,17,1821,injury
0,0,0,390,319,437,0,0,0,0,0,0,12.5,77,33,0,0,0,0,0,0,1830,1837,1600,0,0,0,injury
14,4,7,488,368,427,14,19,6,0,0,0,15.5,16,33,0,0,0,1836,1841,1843,1759,1830,1664,1835,8,6,injury
0,22,18,202,216,289,117,18,26,0,1,2,40,5,34,0,6,4.5,0,1830,1846,30,28,1715,6,17,7,injury
140,15,70,244,245,175,9,49,37,0,2.5,14,22.5,5,31,0,8.5,7,55,6,11,1805,1616,50,1836,1816,1797,injury
34,7,18,319,212,217,58,53,9,0,0,3,39.5,8,27,6,0,1,10,6,5,32,14,9,34,14,8,injury
105,0,23,234,211,245,7,55,12,0,0,3.5,25,20,27.5,0,0,1.5,24,0,5,1824,1795,1557,1841,43,1841,injury
7,0,25,250,204,205,91,64,24,0,0,18.5,61,6.5,35,0,0,4,8,0,4,1490,39,1680,19,3,18,injury
78,102,82,412,446,353,171,78,118,0,0,14.5,13,8,28.5,14.5,9,0,43,4,1830,1816,1778,1730,1829,1798,12,injury
200,29,51,487,450,421,223,29,33,12,2,6,33,4.5,16,0,4,6.5,1835,1844,5,1802,1749,59,1833,1835,20,injury
68,12,82,523,409,427,251,60,131,4.5,0,32.5,30,2.5,14.5,0,6,0,4,5,21,1573,55,1667,84,1806,5,injury
142,40,38,479,336,327,49,39,47,0,7,2,27,17.5,13.5,0,0,5.5,2,2,1842,1820,46,1678,10,22,20,injury
0,6,33,280,272,259,89,20,0,0,0,3.5,48.5,3.5,15,8,1.5,0,0,3,9,1843,83,17,1776,1819,0,injury
0,0,36,197,225,241,68,23,12,0,0,11.5,6.5,39,16.5,6.5,1.5,0,0,0,5,1825,37,17,1827,1830,1842,injury
39,75,31,229,241,180,63,31,0,0,0,1,19.5,3.5,14,9,10.5,0,6,8,5,1802,1511,5,1792,8,0,injury
49,12,19,253,265,212,99,24,8,0,0,5.5,22,49,11,8,4.5,0.5,8,12,16,32,76,23,30,1833,2,injury
121,134,32,234,316,240,101,43,28,66,0,1,12.5,20,13.5,11,11,1,1843,5,1831,1630,98,1478,1691,1820,6,injury
103,0,22,288,220,194,10,24,11,61,0,2,47,3,6.5,0,4,0,16,0,1839,1740,1590,1806,1828,4,5,injury
0,0,0,223,257,299,0,0,0,0,0,0,34,8,64.5,0,0,0,0,0,0,1751,1677,1630,0,0,0,injury
91,0,29,283,232,224,79,12,11,0,0,1,26.5,8,26.5,0,0,1,7,0,1836,1643,26,30,8,7,1843,injury
0,0,0,336,248,217,0,0,0,0,0,0,34,13,35.5,0,0,0,0,0,0,1734,1756,12,0,0,0,injury
82,59,20,301,212,258,11,16,11,0,0,0,30,9.5,44,0,0,1,13,24,1845,1717,20,10,1842,4,1839,injury
0,6,11,244,213,268,9,40,1,0,0.5,0,17.5,22.5,33,0,0,0,0,5,1841,1699,1765,1572,1831,17,2,injury
0,0,11,441,276,259,37,12,78,0,0,0,19,3,15.5,0,0,0,0,0,6,1774,1694,1736,1809,2,21,injury
0,0,52,311,291,295,113,49,41,0,0,5,81.5,11,31.5,7.5,9,5,0,0,1811,1666,11,45,16,1818,1811,injury
0,0,73,327,296,255,131,68,87,0,0,18,43,12,38.5,11,6.5,6,0,0,2,62,1731,33,1821,1804,1789,injury
126,14,43,319,287,273,89,26,55,0,0,5.5,30,7,26.5,6,3,4,19,7,1796,1832,1691,99,1803,7,20,injury
106,27,65,429,409,258,24,60,153,5,0,14.5,29,5,16,0,8.5,7,1837,21,4,207,1599,1738,1826,1806,26,injury
27,40,61,231,232,196,0,55,44,2,2,20,20.5,88.5,22,0,0,3,14,1842,7,1823,19,1792,0,5,1818,injury
174,35,52,323,273,286,86,27,32,0,4,9.5,865,1.5,15,0,9,2,62,5,13,1786,8,54,1837,1833,5,injury
70,11,43,326,262,245,88,40,2,5,0,12,67.5,2.5,18.5,0,11,0,4,9,1833,1735,1589,1649,17,1794,2,injury
7,23,23,363,283,266,36,3,11,0,2,3,112,4.5,24,1,0,0.5,9,6,2,1762,41,1702,16,6,5,injury
76,0,44,337,247,259,47,14,21,4,0,4.5,33.5,9,16,0,0,1,11,0,8,1696,1721,1690,7,11,2,injury
0,0,0,114,187,129,0,0,0,0,0,0,9,3.5,72,0,0,0,0,0,0,1777,1747,1702,0,0,0,injury
0,0,0,186,116,174,0,0,0,0,0,0,18,51.5,27.5,0,0,0,0,0,0,1813,1825,13,0,0,0,injury
0,0,0,187,164,215,0,0,0,0,0,0,23,6.5,14.5,0,0,0,0,0,0,1755,7,10,0,0,0,injury
0,0,4,184,144,165,8,0,0,0,0,0,17,3,19,0,0,0,0,0,4,13,1806,1714,12,0,0,injury
0,0,0,166,163,196,0,0,0,0,0,0,17,1.5,21.5,0,0,0,0,0,0,1839,1765,1658,0,0,0,injury
0,0,0,334,218,245,21,0,0,0,0,0,43,7,29,0,0,0,0,0,0,1820,1782,37,12,0,0,injury
17,55,6,297,331,329,27,3,4,0,0,0,28,8.5,18.5,0,0,0,1841,2,7,11,1804,1769,21,6,4,injury
5,32,4,267,147,234,6,0,0,0,0,0,21,4,36.5,0,0,0,1,2,6,63,35,1821,1842,0,0,injury
0,0,12,237,252,281,45,5,3,0,0,0,16,5.5,33.5,0,0,0,0,0,1845,1761,1752,1745,1839,7,4,injury
0,0,0,235,213,206,0,0,0,0,0,0,19.5,3.5,35,0,0,0,0,0,0,43,1576,92,0,0,0,injury
33,9,48,271,276,273,0,63,42,1.5,0,4.5,19,8,34,0,0,4,16,4,1809,1599,1836,1782,0,18,1827,injury
3,4,19,240,282,235,50,5,5,0,0,0,19,8.5,28.5,0,0,0,5,4,14,1784,1808,1812,32,6,4,injury
11,13,6,289,193,189,3,0,0,0,0,0,23,14,38,0,0,0,10,11,1840,1715,1801,1801,10,0,0,injury
11,17,15,195,269,244,0,4,16,0,2,0,18,4,50.5,0,0,2,3,8,13,1769,1815,1833,0,6,1834,injury
28,0,7,194,145,256,39,23,21,0,0,0,13,6,32,0,0,0,7,0,4,1789,1759,54,16,36,1825,injury
385,37,65,435,475,443,233,61,75,0,5.5,7.5,15.5,5,53.5,0,0,6,10,2,6,1821,1841,1709,13,5,1803,injury
74,217,29,441,360,393,47,5,6,0,0,4.5,14.5,4,26,2,0,0,1842,9,5,1584,1816,17,1815,2,4,injury
0,0,0,384,256,360,34,3,3,0,0,0,27,6,40.5,0,0,0,0,0,0,1731,1801,1550,6,4,1845,injury
0,0,0,207,345,305,0,0,0,0,0,0,27,294.5,28,0,0,0,0,0,0,1760,22,1646,0,0,0,injury
4,30,6,204,345,349,20,8,13,0,0,0,7,17.5,33,0,0,0,2,6,3,6,1781,1809,1844,8,1844,injury
0,0,0,247,210,269,0,0,0,0,0,0,20.5,5,33.5,0,0,0,0,0,0,1783,1594,3,0,0,0,injury
0,0,0,264,262,269,0,0,0,0,0,0,16.5,4,11,0,0,0,0,0,0,1720,1782,1806,0,0,0,injury
18,13,17,372,352,233,16,0,0,0,1,2,18,9,18,0,0,0,11,5,5,1803,1736,1807,1838,0,0,injury
0,0,0,250,270,228,0,0,0,0,0,0,17,33.5,31,0,0,0,0,0,0,131,1746,1694,0,0,0,injury
29,41,0,163,214,185,45,7,16,1,0,0,9.5,48.5,21.5,1,0,0,20,5,0,1747,8,16,1797,3,7,injury
32,3,7,195,288,256,54,3,0,0,0,0,0,22,23,0,0,0,1838,3,1841,1708,1811,1795,1838,8,0,injury
26,6,15,182,330,282,32,4,12,0,0,0,12.5,21.5,27.5,0,0,0,13,10,1839,1821,1802,1772,1836,8,8,injury
18,47,12,203,257,216,0,19,13,0,0,0,17,14.5,56.5,0,0,1,1844,5,1841,1694,1475,9,0,5,12,injury
9,6,3,196,281,238,13,3,3,0,0,0,19,24.5,27,0,0,0,9,5,3,1711,1814,1787,8,6,4,injury
25,3,45,225,250,259,41,12,31,1,0,6,19,5,19.5,0,0,2,4,3,1821,1766,1675,9,1843,10,1832,injury
13,26,2,283,247,278,0,45,33,10.5,4,0,90,3.5,41,0,0,3,7,4,3,21,1487,1713,0,28,25,injury
55,5,11,320,323,269,0,18,43,1.5,0,0,39.5,17.5,12,0,0,4.5,4,3,3,1816,1600,1764,0,16,16,injury
41,0,0,463,278,219,6,23,35,5,0,0,37,3,5.5,0,0,5,1834,0,0,1803,54,4,1844,5,28,injury
57,11,67,343,293,195,0,41,0,0,0.5,15,158.5,6,13,0,6.5,0,1795,5,7,1638,1718,1826,0,1786,0,injury
63,35,40,380,329,302,3,30,0,5.5,0,4.5,20.5,5,39,0,7,0,21,6,1818,1802,33,1801,4,7,0,injury
97,2,77,490,315,329,182,60,85,24.5,0,8,541,1.5,21,0,3.5,0,1794,3,3,1687,1701,1767,29,1826,8,injury
49,46,9,400,345,270,56,7,73,2,0,0,27.5,7,39.5,1,1,0,1817,3,2,1573,1648,1486,1806,3,1824,injury
94,69,6,457,300,204,45,63,82,13,0,0,480,8,27,2,5,12.5,1844,4,6,44,1754,1803,1812,1807,1827,injury
49,24,12,421,371,382,124,50,6,4.5,2.5,0,31,5.5,20.5,9.5,4,0,17,1839,3,19,1683,1639,1773,1817,6,injury
18,2,21,322,261,322,70,8,12,0,0,0,20,6,29.5,0,0,0,1842,3,8,1719,1744,1598,8,6,1840,injury
0,0,0,318,283,318,0,0,0,0,0,0,36,7.5,39,0,0,0,0,0,0,1826,1624,1801,0,0,0,injury
0,0,0,277,239,264,0,0,0,0,0,0,19.5,6,42.5,0,0,0,0,0,0,1723,1676,18,0,0,0,injury
53,14,3,584,401,355,9,57,10,2,0,0,41.5,11,35,0,0,0,1828,4,3,1557,1734,31,1840,5,1840,injury
19,5,5,473,316,292,3,55,73,0,0,0,18,14.5,25.5,0,0,0,1843,5,1844,1722,1807,6,6,4,1815,injury
32,11,9,332,285,312,36,24,16,2.5,1,1.5,19,3,36.5,0,0,1,1816,2,3,1780,1750,1632,11,1827,4,injury
12,17,9,319,371,283,0,0,21,0,2.5,0,19,9.5,38,0,0,2,5,13,3,1823,1740,30,0,0,6,injury
0,0,0,211,218,281,0,0,0,0,0,0,18,130,29.5,0,0,0,0,0,0,1671,1827,1648,0,0,0,injury
0,0,0,230,348,261,0,0,0,0,0,0,17,45,25,0,0,0,0,0,0,7,18,1831,0,0,0,injury
8,8,67,193,312,307,178,14,10,0,0,4,13,4,33.5,14,1,0,9,12,3,1779,1744,1523,1780,8,15,injury
30,6,34,322,453,495,98,4,18,0,0,2,14,8,17,4.5,0,0,5,3,1842,1824,1768,1746,1841,3,1841,injury
0,15,12,479,379,337,80,7,0,0,0,0,252.5,6.5,12,0,0,0,0,6,3,1754,1793,1756,1841,8,0,injury
160,25,187,325,401,394,115,5,13,0,0.5,0,34.5,3,9,4,0,0,4,9,20,59,1791,4,1833,5,3,injury
98,150,151,377,325,407,8,80,105,4,0,0,23,6.5,24.5,0,0,7.5,1832,11,16,1805,31,1769,1844,3,1834,injury
54,74,58,480,449,406,64,45,0,4.5,4.5,9,46.5,3.5,19.5,3,5,0,1833,4,1837,1779,1693,1716,1806,4,0,injury
5,104,19,367,343,335,71,15,4,0,0,2.5,53,6.5,20.5,0,2.5,0,3,57,9,1766,1535,3,13,20,8,injury
54,24,65,346,286,291,83,31,8,8,0,41.5,54.5,6,7.5,6,4.5,0,6,1843,7,48,1668,1806,30,1839,3,injury
58,45,71,338,385,417,114,112,24,9,1.5,0,23.5,12,9,3,0,0,1814,1836,4,1813,25,1581,1794,22,1828,injury
8,7,58,391,275,283,6,29,0,0,0,40,20,6.5,20,0,6,0,3,10,28,1804,8,1635,1843,21,0,injury
13,19,18,326,339,258,0,13,29,0,2,1,28.5,2.5,15,0,3,0,7,3,6,5,1457,4,0,7,28,injury
49,27,30,288,286,260,26,17,93,0,2.5,4,25.5,3,14,0,5,0,1827,4,6,1843,1817,1783,1840,1834,27,injury
80,17,57,424,318,298,209,30,20,12,0,12,104.5,3.5,14,0,1,0,12,3,5,1706,1723,1816,53,9,1840,injury
20,32,58,367,302,256,92,67,4,0,2,9,25.5,13.5,19.5,5,0,0,8,18,2,1779,1757,1794,1781,1843,1842,injury
74,64,24,335,264,240,39,14,20,0,0,2,26,21.5,15.5,1,1,0,13,35,11,1830,67,1662,1821,23,6,injury
14,19,28,290,256,242,57,10,0,0,4,6.5,24.5,3,39,5,1,0,6,1840,4,1817,17,1735,1773,5,0,injury
58,30,41,334,269,293,150,24,27,9.5,2,4,28.5,4,19.5,0,0,1.5,11,1813,18,1729,1755,1776,18,7,2,injury
78,12,69,407,320,294,0,24,28,10.5,0,8,37,5.5,15.5,0,3,1.5,4,9,3,1781,1723,1821,0,1834,1843,injury
270,87,70,362,454,346,376,119,79,20.5,5,4.5,25,18.5,15.5,0,2,6,9,24,1809,1650,1762,93,29,1775,1771,injury
77,6,54,380,375,326,117,4,279,3,0,8,17,6.5,14.5,8.5,0,0,7,1846,5,42,83,113,14,5,2,injury
77,0,23,355,197,156,0,2,167,18,0,0,47.5,2,17,0,0,5.5,1841,0,9,5,1817,21,0,3,1744,injury
286,358,172,340,555,400,377,550,205,9.5,4.5,13.5,12.5,22.5,33.5,10.5,124,24.5,1819,50,1826,57,1743,28,1540,1692,1806,paramedics
69,174,198,160,608,320,291,597,277,11.5,8.5,11.5,2.5,29,12,6.5,221,25.5,48,1834,1826,1828,1564,1755,1761,1316,1789,paramedics
143,237,152,247,710,392,196,475,187,9,7.5,21,10,267.5,19.5,3.5,18.5,15.5,13,20,1832,1823,1564,53,1594,78,1804,paramedics
172,205,122,299,724,213,129,238,93,32,6,11.5,25,53,8.5,0.5,9.5,12.5,5,25,1820,24,1711,1841,6,1832,1822,paramedics
117,90,137,265,625,179,180,295,82,41,3.5,12.5,4,134.5,5,6,25.5,27,1829,4,1797,1691,1612,1762,1668,9,7,paramedics
162,52,169,181,335,199,232,223,234,2,1,9.5,2,1.5,3,9.5,1,4.5,1806,1808,1835,15,1778,1725,1832,1792,1836,paramedics
199,128,172,153,404,303,232,250,290,0.5,0,19,5,4.5,5,7.5,5.5,4,1682,1705,1802,1826,1831,1735,1836,1830,1792,paramedics
218,155,150,121,351,182,202,212,196,32.5,0.5,13.5,2,4.5,0,20.5,0,5.5,11,1829,1837,1732,1783,1811,1837,1839,1752,paramedics
